code,name,latest_date,benchmark,score,category,action,close,spread,spread_slope_60,spread_slope_120,spread_slope_250,below_zero_ratio_250,spread_breakout_level,price_breakout_level,volume_ratio,market_status,risk_flags,reason,score_positive_items,score_negative_items,missing_conditions,data_source,is_core_candidate
605198,安德利,2026-05-26,000300,76,观察,信号不完整，等待价格或差价进一步确认,56.05,184.195,1.57317,0.53858,-0.20026,0.0,无,无,1.512,强,,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；长期弱势但短期转强；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|long_weak_short_turn_positive:+10|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,,250日差价斜率未转正|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点,cache,False
688188,柏楚电子,2026-05-26,000300,76,观察,信号不完整，等待价格或差价进一步确认,169.57,28.251,0.18483,0.0723,-0.02425,0.0,无,无,1.564,强,,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；长期弱势但短期转强；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|long_weak_short_turn_positive:+10|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,,250日差价斜率未转正|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点,cache,False
000672,上峰水泥,2026-05-26,000300,74,观察,信号不完整，等待价格或差价进一步确认,18.94,25.571,0.30223,0.23678,0.1511,0.88,无,250日,0.913,强,一年内涨幅过大、相对强度过热,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；股价突破250日高点；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|price_breakout_250:+7|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_price_double_from_250_low:-5|risk_spread_zscore_hot:-5,未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|成交量未达到1.2倍,cache,False
002354,天娱数科,2026-05-26,000300,72,观察,信号不完整，等待价格或差价进一步确认,7.15,13.061,0.00853,-0.15779,-0.11333,0.112,无,60日,1.744,强,,差价位于零轴上方；60日差价斜率转正；长期弱势但短期转强；差价站上60日均线；股价站上20日线；个股20日线高于60日线；股价突破60日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_above_zero:+8|spread_slope_60_positive:+10|long_weak_short_turn_positive:+10|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,,120日差价斜率未转正|250日差价斜率未转正|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破120日价格高点|未突破250日价格高点,cache,False
002422,科伦药业,2026-05-26,000300,71,观察,信号不完整，等待价格或差价进一步确认,35.23,117.937,0.10635,0.07929,-0.19632,0.0,无,无,1.342,强,,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；长期弱势但短期转强；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|long_weak_short_turn_positive:+10|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5,,250日差价斜率未转正|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点,cache,False
002635,安洁科技,2026-05-26,000300,71,观察,信号不完整，等待价格或差价进一步确认,18.37,10.924,0.3171,0.15321,-0.01205,0.792,无,无,1.243,强,,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；长期弱势但短期转强；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|long_weak_short_turn_positive:+10|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5,,250日差价斜率未转正|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点,cache,False
002979,雷赛智能,2026-05-26,000300,71,观察,信号不完整，等待价格或差价进一步确认,59.24,132.892,1.50267,0.28306,-0.1185,0.0,无,无,1.463,强,,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；长期弱势但短期转强；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|long_weak_short_turn_positive:+10|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5,,250日差价斜率未转正|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点,cache,False
600903,贵州燃气,2026-05-26,000300,71,观察,信号不完整，等待价格或差价进一步确认,10.03,3.542,0.17551,0.0255,-0.07486,0.976,无,无,1.319,强,,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；长期弱势但短期转强；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|long_weak_short_turn_positive:+10|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5,,250日差价斜率未转正|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点,cache,False
688138,清溢光电,2026-05-26,000300,71,观察,信号不完整，等待价格或差价进一步确认,34.02,75.749,0.38149,0.08018,-0.00589,0.0,无,无,1.384,强,,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；长期弱势但短期转强；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|long_weak_short_turn_positive:+10|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5,,250日差价斜率未转正|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点,cache,False
002472,双环传动,2026-05-26,000300,70,观察,信号不完整，等待价格或差价进一步确认,44.72,76.077,0.18681,-0.14569,0.06765,0.0,无,60日,1.779,强,,差价位于零轴上方；60日差价斜率转正；250日差价斜率为正；差价站上60日均线；股价站上20日线；个股20日线高于60日线；股价突破60日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,,120日差价斜率未转正|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破120日价格高点|未突破250日价格高点,cache,False
000767,晋控电力,2026-05-26,000300,69,观察,信号不完整，等待价格或差价进一步确认,4.98,31.484,0.34564,0.41483,0.04957,0.66,无,无,1.211,强,,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5,,未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点,cache,False
300263,隆华科技,2026-05-26,000300,69,观察,信号不完整，等待价格或差价进一步确认,13.14,28.974,0.13685,0.26854,0.0974,0.608,无,无,1.227,强,,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5,,未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点,cache,False
300821,东岳硅材,2026-05-26,000300,69,观察,信号不完整，等待价格或差价进一步确认,15.94,-9.992,0.17019,0.07643,0.08473,1.0,无,120日,1.367,强,一年内涨幅过大,60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；股价站上20日线；个股20日线高于60日线；股价突破60日高点；股价突破120日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍,spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|price_breakout_120:+7|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5,risk_price_double_from_250_low:-5,差价未站上零轴|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破250日价格高点,cache,False
688262,国芯科技,2026-05-26,000300,69,观察,信号不完整，等待价格或差价进一步确认,40.95,21.363,0.09308,0.21505,0.09103,0.556,无,无,1.324,强,,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5,,未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点,cache,False
002896,中大力德,2026-05-26,000300,68,观察,信号不完整，等待价格或差价进一步确认,89.68,556.866,-0.15847,-0.82527,0.16971,0.0,60日,60日,2.637,强,,差价位于零轴上方；250日差价斜率为正；差价站上60日均线；差价突破60日高点；股价站上20日线；个股20日线高于60日线；股价突破60日高点；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_above_zero:+8|spread_slope_250_positive:+8|spread_above_ma60:+6|spread_breakout_60:+8|stock_above_ma20:+6|stock_ma20_above_ma60:+6|price_breakout_60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,,60日差价斜率未转正|120日差价斜率未转正|未突破120日差价高点|未突破250日差价高点|未突破120日价格高点|未突破250日价格高点,cache,False
688690,纳微科技,2026-05-26,000300,68,观察,信号不完整，等待价格或差价进一步确认,36.39,-53.754,0.16192,0.04751,-0.03537,1.0,无,无,1.568,强,,60日差价斜率转正；120日差价斜率转正；长期弱势但短期转强；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_slope_60_positive:+10|spread_slope_120_positive:+10|long_weak_short_turn_positive:+10|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,,差价未站上零轴|250日差价斜率未转正|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点,cache,False
000690,宝新能源,2026-05-26,000300,66,观察,信号不完整，等待价格或差价进一步确认,5.5,2.772,0.19137,0.17485,-0.0282,0.796,无,无,0.689,强,,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；长期弱势但短期转强；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|long_weak_short_turn_positive:+10|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,,250日差价斜率未转正|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache,False
002034,旺能环境,2026-05-26,000300,66,观察,信号不完整，等待价格或差价进一步确认,21.26,34.372,0.29808,0.20459,-0.02529,0.0,无,无,0.553,强,,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；长期弱势但短期转强；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|long_weak_short_turn_positive:+10|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,,250日差价斜率未转正|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache,False
300077,国民技术,2026-05-26,000300,66,观察,信号不完整，等待价格或差价进一步确认,26.0,2.809,0.25712,0.08422,-0.12565,0.54,无,无,1.029,强,,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；长期弱势但短期转强；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|long_weak_short_turn_positive:+10|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,,250日差价斜率未转正|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache,False
300199,翰宇药业,2026-05-26,000300,66,观察,信号不完整，等待价格或差价进一步确认,25.34,83.813,0.77294,0.20185,-0.02968,0.0,无,无,0.786,强,,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；长期弱势但短期转强；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|long_weak_short_turn_positive:+10|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,,250日差价斜率未转正|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache,False
300687,赛意信息,2026-05-26,000300,66,观察,信号不完整，等待价格或差价进一步确认,31.9,16.625,0.67975,0.05817,-0.17034,0.484,无,无,0.703,强,,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；长期弱势但短期转强；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|long_weak_short_turn_positive:+10|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,,250日差价斜率未转正|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache,False
600023,浙能电力,2026-05-26,000300,66,观察,信号不完整，等待价格或差价进一步确认,6.08,77.687,0.23443,0.21726,-0.00251,0.0,无,无,0.991,强,,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；长期弱势但短期转强；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|long_weak_short_turn_positive:+10|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,,250日差价斜率未转正|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache,False
600461,洪城环境,2026-05-26,000300,66,观察,信号不完整，等待价格或差价进一步确认,10.43,52.771,0.00639,0.0616,-0.00959,0.0,无,无,0.933,强,,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；长期弱势但短期转强；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|long_weak_short_turn_positive:+10|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,,250日差价斜率未转正|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache,False
600642,申能股份,2026-05-26,000300,66,观察,信号不完整，等待价格或差价进一步确认,9.77,60.876,0.0833,0.19501,-0.01456,0.0,无,无,0.872,强,,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；长期弱势但短期转强；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|long_weak_short_turn_positive:+10|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,,250日差价斜率未转正|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache,False
601882,海天精工,2026-05-26,000300,66,观察,信号不完整，等待价格或差价进一步确认,23.26,1.81,0.06113,0.06057,-0.04202,0.62,无,无,0.8,强,,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；长期弱势但短期转强；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|long_weak_short_turn_positive:+10|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,,250日差价斜率未转正|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache,False
603093,南华期货,2026-05-26,000300,66,观察,信号不完整，等待价格或差价进一步确认,22.25,63.595,0.12277,0.14318,-0.06573,0.0,无,无,0.73,强,,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；长期弱势但短期转强；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|long_weak_short_turn_positive:+10|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,,250日差价斜率未转正|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache,False
688052,纳芯微,2026-05-26,000300,66,观察,信号不完整，等待价格或差价进一步确认,252.12,13.533,0.57973,0.18004,-0.08134,0.932,无,无,0.758,强,,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；长期弱势但短期转强；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|long_weak_short_turn_positive:+10|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,,250日差价斜率未转正|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache,False
688165,埃夫特,2026-05-26,000300,66,观察,信号不完整，等待价格或差价进一步确认,21.98,95.114,0.06294,-0.34365,-0.38571,0.0,无,无,1.709,强,,差价位于零轴上方；60日差价斜率转正；长期弱势但短期转强；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_above_zero:+8|spread_slope_60_positive:+10|long_weak_short_turn_positive:+10|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,,120日差价斜率未转正|250日差价斜率未转正|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点,cache,False
688279,峰岹科技,2026-05-26,000300,66,观察,信号不完整，等待价格或差价进一步确认,243.7,259.892,1.96421,0.14477,-0.16843,0.0,无,无,1.161,强,,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；长期弱势但短期转强；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|long_weak_short_turn_positive:+10|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,,250日差价斜率未转正|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache,False
688518,联赢激光,2026-05-26,000300,66,观察,信号不完整，等待价格或差价进一步确认,30.68,-33.493,0.04381,0.03989,0.01632,1.0,无,无,1.623,强,,60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,,差价未站上零轴|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点,cache,False
688596,XD正帆科,2026-05-26,000300,66,观察,信号不完整，等待价格或差价进一步确认,43.2,77.239,0.83389,0.23788,-0.11578,0.0,无,无,0.993,强,,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；长期弱势但短期转强；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|long_weak_short_turn_positive:+10|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,,250日差价斜率未转正|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache,False
002183,怡 亚 通,2026-05-26,000300,64,观察,信号不完整，等待价格或差价进一步确认,6.69,0.599,0.44688,0.21696,0.02331,0.948,无,无,0.613,强,,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,,未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache,False
002432,九安医疗,2026-05-26,000300,64,观察,信号不完整，等待价格或差价进一步确认,91.58,88.916,1.04046,0.86726,0.24332,0.732,无,无,1.454,强,一年内涨幅过大,差价位于零轴上方；60日差价斜率转正；120日差价斜率转正；250日差价斜率为正；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_120_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5,risk_price_double_from_250_low:-5,未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点,cache,False
300115,长盈精密,2026-05-26,000300,64,观察,信号不完整，等待价格或差价进一步确认,37.86,82.287,0.01204,-0.37362,0.297,0.0,无,无,1.515,强,,差价位于零轴上方；60日差价斜率转正；250日差价斜率为正；差价站上60日均线；股价站上20日线；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍；成交量超过20日均量1.5倍,spread_above_zero:+8|spread_slope_60_positive:+10|spread_slope_250_positive:+8|spread_above_ma60:+6|stock_above_ma20:+6|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5|volume_ratio_above_1_5:+5,,120日差价斜率未转正|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点,cache,False
